stnId,stnNm,year,week,avg_temp,min_temp,max_temp,temp_range,total_rain,rain_days,cold_stress_days,warm_days,obs_days,cum_temp_ytd,avg_temp_clim,temp_anomaly
100,대관령,2023,45,3.3285714285714287,-8.2,17.2,13.8,24.2,1,0,1,7,468.1142857142857,4.8619047619047615,-1.5333333333333328
100,대관령,2023,46,-0.7857142857142857,-10.0,10.0,7.199999999999999,0.2,0,0,0,7,467.3285714285714,3.961904761904762,-4.747619047619048
100,대관령,2023,47,1.2857142857142858,-11.6,13.8,13.0,0.6,0,0,0,7,468.6142857142857,1.0047619047619047,0.28095238095238106
100,대관령,2023,48,-4.285714285714286,-13.2,3.8,10.7,0.4,0,0,0,7,464.3285714285714,-0.9,-3.3857142857142857
100,대관령,2023,49,2.8714285714285714,-8.9,12.8,10.8,15.5,2,0,0,7,467.2,-0.9190476190476189,3.7904761904761903
100,대관령,2023,50,-2.7285714285714286,-17.8,5.8,18.4,131.4,3,0,0,7,464.4714285714286,-2.904761904761905,0.17619047619047645
100,대관령,2023,51,-12.242857142857144,-20.4,-1.4,8.7,0.0,0,0,0,7,452.22857142857146,-6.204761904761905,-6.038095238095239
100,대관령,2023,52,-3.9875,-13.2,2.7,5.300000000000001,8.3,2,0,0,8,448.24107142857144,-5.057738095238095,1.0702380952380954
100,대관령,2024,1,-2.9444444444444446,-15.9,2.2,9.6,0.0,0,0,0,9,-2.9444444444444446,-5.791021825396825,2.8465773809523807
100,대관령,2024,2,-5.071428571428571,-18.7,2.0,7.6,1.5,1,0,0,7,-8.015873015873016,-5.6,0.5285714285714285
100,대관령,2024,3,-3.6999999999999997,-19.3,3.0,8.4,15.299999999999999,2,0,0,7,-11.715873015873015,-5.3428571428571425,1.6428571428571428
100,대관령,2024,4,-11.285714285714286,-21.9,0.4,10.7,0.0,0,0,0,7,-23.0015873015873,-9.292857142857143,-1.9928571428571438
100,대관령,2024,5,-4.357142857142857,-17.0,6.5,7.9,0.0,0,0,0,7,-27.358730158730157,-6.353571428571429,1.9964285714285719
100,대관령,2024,6,-5.485714285714286,-15.9,1.3,2.9000000000000004,26.1,1,0,0,7,-32.84444444444444,-6.921428571428571,1.435714285714285
100,대관령,2024,7,1.3428571428571427,-15.2,12.3,11.8,19.900000000000002,2,0,0,7,-31.5015873015873,-1.4821428571428572,2.825
100,대관령,2024,8,-3.1571428571428575,-9.8,9.3,12.2,73.4,7,0,0,7,-34.65873015873016,-3.7142857142857144,0.5571428571428569
100,대관령,2024,9,-5.2,-15.6,4.0,7.6,0.4,0,3,0,7,-39.85873015873016,-1.5571428571428572,-3.6428571428571432
100,대관령,2024,10,-2.685714285714286,-15.2,6.4,5.9,4.0,2,7,0,7,-42.544444444444444,-0.27142857142857146,-2.4142857142857146
100,대관령,2024,11,2.6571428571428575,-10.2,14.0,8.5,0.0,0,7,0,7,-39.887301587301586,1.3357142857142859,1.3214285714285716
100,대관령,2024,12,1.0714285714285714,-12.4,15.3,11.8,17.3,4,7,0,7,-38.81587301587302,2.4857142857142858,-1.4142857142857144
100,대관령,2024,13,3.242857142857143,-7.1,14.7,7.1,31.2,3,7,0,7,-35.573015873015876,4.95,-1.7071428571428573
100,대관령,2024,14,7.271428571428571,-1.2,20.7,7.8,1.9,1,0,1,7,-28.301587301587304,6.567857142857143,0.7035714285714283
100,대관령,2024,15,10.1,-3.8,23.4,12.6,0.0,0,0,4,7,-18.201587301587303,7.566071428571428,2.5339285714285715
100,대관령,2024,16,10.571428571428571,1.0,22.6,5.0,37.7,3,0,4,7,-7.6301587301587315,10.066666666666668,0.504761904761903
100,대관령,2024,17,11.200000000000001,4.3,26.1,8.9,13.700000000000001,2,0,4,7,3.5698412698412696,10.285714285714285,0.9142857142857164
100,대관령,2024,18,11.242857142857144,-1.0,27.4,9.700000000000001,8.6,1,0,4,7,14.812698412698413,10.723809523809523,0.5190476190476208
100,대관령,2024,19,11.228571428571428,-1.3,22.1,8.8,14.9,3,0,5,7,26.04126984126984,10.80952380952381,0.41904761904761756
100,대관령,2024,20,13.085714285714285,1.5,24.2,10.099999999999998,38.0,2,0,5,7,39.12698412698413,14.947619047619048,-1.8619047619047624
100,대관령,2024,21,14.728571428571428,4.5,26.5,8.0,3.7,1,0,7,7,53.855555555555554,13.733333333333333,0.9952380952380953
100,대관령,2024,22,13.314285714285715,3.0,24.0,6.4,5.300000000000001,2,0,7,7,67.16984126984127,14.038095238095238,-0.723809523809523
100,대관령,2024,23,15.62857142857143,2.0,26.7,8.700000000000001,2.7,1,0,7,7,82.7984126984127,16.69047619047619,-1.06190476190476
100,대관령,2024,24,20.714285714285715,12.3,30.0,3.0,6.2,1,0,7,7,103.51269841269841,19.209523809523812,1.504761904761903
100,대관령,2024,25,20.67142857142857,11.3,30.6,3.8000000000000007,27.7,2,0,7,7,124.18412698412698,19.585714285714285,1.0857142857142854
